MPN,Title,,,,,,
CB-00382-1,ALTERNATOR CONTROL,,,,,,
CB-00331-2,VOLT REGULATOR 14V,,,,,,
CB-00267-1,VOLT REGULATOR 14V,,,,,,
CB-00286-1,VOLT REGULATOR,,,,,,
CB-00286-1,VOLT REGULATOR,,,,,,
CB-00286-1,VOLT REGULATOR,,,,,,
CB-00286-1,VOLT REGULATOR,,,,,,
C625-61623,VOLT REGULATOR,,,,,,
CC611005-0103,ALTERNATOR CONTROL,,,,,,
CVBV-62010,VOLT REGULATOR,,,,,,
CVBV-62010,VOLT REGULATOR,,,,,,
C9910002-3,MOTOR,,,,,,
C9910002-3,MOTOR,,,,,,
CC301002-0101,MOTOR,,,,,,
CC301002-0108,ACTUATOR,,,,,,
CC301002-0108,ACTUATOR,,,,,,
C2005-0001,"MOTOR ,LDG GEAR",,,,,,
C45-364193,MOTOR,,,,,,
C35-521225,MOTOR,,,,,,
C35-364151-57,MOTOR-FLAP,,,,,,
C5BA25MJ21A,MOTOR,,,,,,
CVR500-0101,VOLT REG.,,,,,,
C113A5,DRY AIR PUMP,,,,,,
C9525381,BRAKE LINING,,,,,,
C9525232,BRAKE LINING,,,,,,
C9525059,CLIP,,,,,,
C9526202,SCREW,,,,,,
C9526446,BRAKE LINING,,,,,,
C9526275,BRAKE LINING,,,,,,
C9526274,BRAKE LINING,,,,,,
C95-300001-45,LINING,,,,,,
C95-300001-77,BRAKE LINING,,,,,,
C66-22,BRAKE LINING,,,,,,
C9511269,BRAKE LINING,,,,,,
C66-19,BRAKE LINING,,,,,,
C66-19,BRAKE LINING,,,,,,
C9511276,BRAKE LINING,,,,,,
C9524805,BRAKE LININGS,,,,,,
C0426901-11,SKIN,,,,,,
C0523901-202,SKIN,,,,,,
C0523901-202,SKIN,,,,,,
C0432001-34,SKIN,,,,,,
C5026102-4RH,FUEL CELL,,,,,,
CAV16B1159,VALVE,,,,,,
CEA1090,ACTUATOR,,,,,,
C871685-73,INST. PANEL,,,,,,
C871685-73,INST. PANEL,,,,,,
CPH-506-RH,PITOT TUBE RIGHT,,,,,,
C5790231-509,VALVE,,,,,,
C6041H200,RELAY-50 AMP,,,,,,
C6041H200,RELAY-50 AMP,,,,,,
C6041H200,RELAY-50 AMP,,,,,,
C1532-3,DEICE DIST. VALVE,,,,,,
C1532-3,DEICE DIST. VALVE,,,,,,
C1532-3,DEICE DIST. VALVE,,,,,,
C1532-3,DEICE DIST. VALVE,,,,,,
C4000291-8503,PITCH SERVO,,,,,,
C4000291-8503,PITCH SERVO,,,,,,
C4000292-8509,TRIM SERVO,,,,,,
C4000292-8509,TRIM SERVO,,,,,,
C103460-5,SAFETY VALVE,,,,,,
C103456-1,SAFETY VALVE,,,,,,
C102464-26,OUTFLOW CTRL. VALVE,,,,,,
C102340-6,OUTFLOW CTRL VALVE,,,,,,
C4611-00,CONTROLLER,,,,,,
C4611-00,CONTROLLER,,,,,,
C102376-4-1,OUTFLOW CTRL. VALVE,,,,,,
C102376-4-1,OUTFLOW CTRL. VALVE,,,,,,
C9910082-3,SENDING UNIT-FUEL,,,,,,
C96-380041-1,FUEL TRANSMITTER,,,,,,
C96-380041-1,FUEL TRANSMITTER,,,,,,
C96-380041-1,FUEL TRANSMITTER,,,,,,
C58-380000-3,FUEL TRANSMITTER,,,,,,
C33855-2,FUEL TRANSMITTER,,,,,,
C96-380044-7,FUEL TRANSMITTER,,,,,,
C58-380001-11,FUEL TRANSMITTER,,,,,,
C58-380001-11,FUEL TRANSMITTER,,,,,,
C9910082-17,FUEL SENSOR,,,,,,
C9910082-17,FUEL SENSOR,,,,,,
C9910082-24,BRACKET-FUEL XMTER,,,,,,
C9910082-24,BRACKET-FUEL XMTER,,,,,,
C9910082-26,BRACKET,,,,,,
C9910082-26,BRACKET,,,,,,
C86688-2,FUEL TRANSMITTER,,,,,,
C86688-2,FUEL TRANSMITTER,,,,,,
C169-380066-1,FUEL TRANSMITTER,,,,,,
CEA470A-2956,FUEL TRANSMITTER,,,,,,
CEA470A-2959,FUEL TRANSMITTER,,,,,,
CEA470A-2957,FUEL TRANSMITTER,,,,,,
C9910082-29,FUEL SENSOR,,,,,,
C9910082-21,BRACKET-FUEL XMTER,,,,,,
C9910082-21,BRACKET-FUEL XMTER,,,,,,
C9910082-21,BRACKET-FUEL XMTER,,,,,,
C9910082-15,BRACKET-FUEL XMTER,,,,,,
C9910082-6,BRACKET,,,,,,
C9910082-23,BRACKET-FUEL TRANS,,,,,,
CC668003-0104,FUEL PROBE,,,,,,
CC668050-0602,FUEL TRANSMITTER,,,,,,
CC668050-0405,FUEL TRANSMITTER,,,,,,
CC668050-0404,FUEL TRANSMITTER,,,,,,
CC668050-0403,FUEL TRANSMITTER,,,,,,
CCB7740-51-F79,FUEL TRANSMITTER,,,,,,
C169-380066-3,FUEL TRANSMITTER,,,,,,
CCB7740-46,FUEL TRANSMITTERS,,,,,,
CC668003-0103,FUEL TRANSMITTER,,,,,,
C1887439,BEARING,,,,,,
C1903871,SPRING,,,,,,
C811553,BRUSH,,,,,,
C1903720,SPRING,,,,,,
C1900272,CONDENSER,,,,,,
C1908999,PLATE,,,,,,
C1943845,ARMATURE,,,,,,
C1945098,COIL,,,,,,
C1945099,COIL,,,,,,
C1944373,ARM,,,,,,
C1908550,HOLDER,,,,,,
C1887433,BUSHING,,,,,,
C1839345,BUSHING,,,,,,
C1858749,STUD,,,,,,
C1850759,ARM,,,,,,
C1925832,FRAME,,,,,,
C810620,BUSHING,,,,,,
C1883730,BUSHING,,,,,,
C1906987,BRUSH,,,,,,
C1908829,SPRING,,,,,,
C1910852,OIL SEAL,,,,,,
C1935548,NUT,,,,,,
C1942995,BUSHING,,,,,,
C1929901,LEAD,,,,,,
C819362,LEAD,,,,,,
C1909851,OIL SEAL,,,,,,
C1910851,SPRING,,,,,,
C1116663,SWITCH,,,,,,
C1904365,ARM,,,,,,
C1906931,BRUSHES,,,,,,
C1906931,BRUSHES,,,,,,
C1916324,SPRING,,,,,,
C1906974,BRUSHES,,,,,,
C1906909,BRUSHES,,,,,,
C1906909,BRUSHES,,,,,,
C1906976,BRUSHES,,,,,,
CALE2177S,ARMATURE,,,,,,
C1925032,ARMATURE,,,,,,
C1881835,SPRING,,,,,,
C1908551,ARMATURE,,,,,,
C1948888,COIL,,,,,,
C828448,BRUSHES,,,,,,
C1927843,SPRING,,,,,,
C813521,SPRING,,,,,,
C101-384111-1,PRESSURE SWITCH MLG,,,,,,
CAN5531-1,TACH GENERATOR,,,,,,
C638154-1,PUMP-FUEL INJECTOR,,,,,,
C868962-1,IGNITION EXCITER BOX,,,,,,
C868962-1,IGNITION EXCITER BOX,,,,,,
C20821-000,LINK,,,,,,
C20859-003,END,,,,,,
C20975-004,STUDS,,,,,,
C760-741,ALTERNATOR MOD. KIT,,,,,,
C62421-001,BLOCK,,,,,,
C62421-000,BLOCK,,,,,,
C9912194-2,CHECK VALVE FLOW SWT,,,,,,
C9910180-2,SIGNAL CONDITIONER-F,,,,,,
C9910180-2,SIGNAL CONDITIONER-F,,,,,,
C9910180-2,SIGNAL CONDITIONER-F,,,,,,
C9910180-2,SIGNAL CONDITIONER-F,,,,,,
C35789-002,SCREEN,,,,,,
C754-856,FELTS,,,,,,
C62324-000,BRACKET,,,,,,
C68740-000,SUPPORT ASSY.,,,,,,
C36558-002,BRACKET,,,,,,
C406-385,NUT,,,,,,
C502-329,BOLT,,,,,,
C86562-016,BRACKET,,,,,,
C475-130,DAMPENER,,,,,,
C484-426,RESISTOR,,,,,,
C453-991,SEAL,,,,,,
C65003-041,BUSHING,,,,,,
C95061-020,BUSHINGS,,,,,,
C95061-028,BUSHING,,,,,,
C95061-024,BUSHING,,,,,,
C21822-000,BUSHING,,,,,,
C68068-000,FOOT,,,,,,
C95061-151,BUSHING,,,,,,
C764-009,THROTTLE LINKAGE KIT,,,,,,
C750-363,KIT,,,,,,
C755-076,BUMPER,,,,,,
C481-152,RHEOSTAT,,,,,,
C63882-027,LINES,,,,,,
C403-701,BOLT,,,,,,
C761-076V,KIT,,,,,,
C35407-002,CABLE,,,,,,
C40467-001,ANGLE,,,,,,
C63870-002,CLIP,,,,,,
C416-328,SCREW,,,,,,
C480-700,ROLL PIN,,,,,,
C13071-000,NUT,,,,,,
C13071-000,NUT,,,,,,
C554-687,CLEVIS,,,,,,
C18325-000,PIN,,,,,,
C753-399,RING,,,,,,
C99580-000,CLIP,,,,,,
C14175-103,BUSHING,,,,,,
C63900-046,BUSHING,,,,,,
C80022-044,BUSHING,,,,,,
C14175-046,BUSHING,,,,,,
C403-313,BOLT,,,,,,
C401-511,BOLT,,,,,,
C402-742,BOLT,,,,,,
C402-903,BOLT,,,,,,
C756-621,RING,,,,,,
C494-103,WASHER,,,,,,
C536-615,FELT,,,,,,
C65432-000,BRACKET,,,,,,
C753-205,RING,,,,,,
C1821-006,RETAINING RING,,,,,,
C1821-007,RETAINING RING,,,,,,
C66914-002,BRACKET,,,,,,
C33963-002,BRACKET,,,,,,
C472-694,CLIP,,,,,,
C30383-000,BRACKET,,,,,,
C752-488,NUT,,,,,,
C18274-005,BRACKET,,,,,,
C66618-000,SLEEVE,,,,,,
C10836-002,BOLT,,,,,,
C18274-003,BRACKET,,,,,,
C489-446,PIN,,,,,,
C63560-003,HINGE,,,,,,
C453-903,BUSHING,,,,,,
C401-289,BOLT,,,,,,
C37902-008,CONTROL ARM,,,,,,
C77519-002,CLIP,,,,,,
C452-385,BUSHING,,,,,,
C95061-191,BUSHING,,,,,,
C63900-041,BUSHING,,,,,,
C80022-104,BUSHING,,,,,,
C95061-193,BUSHING,,,,,,
C63900-135,BUSHING,,,,,,
C65003-037,BUSHING,,,,,,
C63310-000,BUSHING,,,,,,
C400-277,BOLT,,,,,,
C67026-005,BUSHING,,,,,,
C15206-002,PLUG,,,,,,
C763-900,KIT,,,,,,
C69301-000,ADAPTER,,,,,,
C3000-1,BLADE COVER,,,,,,
C3000-2,BLADE COVER,,,,,,
C764-303V,KIT,,,,,,
C453-721,BUSHING,,,,,,
C77610-002,BRACKET,,,,,,
C65249-000,PLATE,,,,,,
C65148-000,BRACKET,,,,,,
C16015-000,RIB,,,,,,
C20479-007,BRACKET,,,,,,
C20479-005,STIFFNER,,,,,,
C21027-002,BRACKET,,,,,,
C21027-003,BRACKET,,,,,,
C21101-000,BRACKET,,,,,,
C21146-000,BRACKET,,,,,,
C21185-000,BRACKET,,,,,,
C21319-004,BRACKET,,,,,,
C21319-005,BRACKET,,,,,,
C21319-002,BRACKET,,,,,,
C31789-002,PLACARD,,,,,,
C63695-000,BRACKET,,,,,,
C99142-000,BRACKET,,,,,,
C18274-010,BRACKET,,,,,,
C63354-000,BRACKET,,,,,,
C21320-006,BRACKET,,,,,,
C21377-000,BRACKET,,,,,,
C62002-003,PIN,,,,,,
C55447-002,CLIP,,,,,,
C494-722,SEAL-WIPER,,,,,,
C35517-000,BRACKET,,,,,,
C20707-009,BRACKET,,,,,,
C20737-014,BUSHING,,,,,,
C20737-013,BUSHING,,,,,,
C1792-1,LIFT TRANSDUCER,,,,,,
C760-703,KIT,,,,,,
C77790-003,SHIM,,,,,,
C760-451,"KIT , FIN RIB",,,,,,
C0750121,DEFLECTOR,,,,,,
CS1003-29A,BEARING,,,,,,
CS1003-65A,BEARING,,,,,,
CS1004-15B,BEARING,,,,,,
C800-001-6,SEAL,,,,,,
CCM2690-14,RING,,,,,,
CCM2689-32,RING,,,,,,
C1713363-3,WEDGE,,,,,,
C0450068-2,STEM,,,,,,
CS1095-4,SHIELD,,,,,,
C532947,BRACKET,,,,,,
CMS20392-2C65,PIN,,,,,,
C0441218-1,PLATE,,,,,,
C2041018-3,SHIM,,,,,,
C0841004-6,SPACER,,,,,,
C35-115062,BUSHING,,,,,,
C35-324077,HINGE,,,,,,
C35-415342-7,HINGE,,,,,,
C35-415377,SUPPORT,,,,,,
C304918-2,HORN,,,,,,
C35-815018,VALVE,,,,,,
C35-815018-6,PLUNGER,,,,,,
C35-815018-8,BALL,,,,,,
C35-550503-2,RING,,,,,,
C35-590044-6,BRACKET,,,,,,
C35-590043,PIN,,,,,,
C35-810072,SPACER,,,,,,
C35-820094-4,BUSHING,,,,,,
C35-825012,SWIVEL,,,,,,
C35-820027,PIN,,,,,,
C35-825084,BOLT ASSY,,,,,,
C35-910056-1,BRACKET,,,,,,
C35-910058,BRACKET,,,,,,
C35-910217,BRACKET,,,,,,
C35-910238-9,BRACKET,,,,,,
C35-910238-8,BRACKET,,,,,,
C35-910238-6,FASTNER,,,,,,
C35-910244,BRACKET ASSY -COWL F,,,,,,
C35-919124-10,HINGE,,,,,,
C35-924070,PLATE,,,,,,
C35-921532,WASHER,,,,,,
C35-950124,EXHAUST LINK,,,,,,
C35-950125,LINK,,,,,,
C95-20675,CLIP,,,,,,
C35-115210-10,FRAME,,,,,,
C54490-2,DRAIN,,,,,,
C24353-003,DRAIN,,,,,,
C17546-001,ANGLES,,,,,,
C23250-37,ANGLE,,,,,,
C20274-006,RIB,,,,,,
C16528-001,PLATE,,,,,,
C10912-006,ANGLE,,,,,,
C99943-000,BRACKET,,,,,,
C62544-000,FAIRING- FRONT L/H,,,,,,
C17692-000,HINGES,,,,,,
C20458-002,PANEL,,,,,,
C784-180741,COVER,,,,,,
C17220,ANGLE,,,,,,
C30428-000,ANGLE,,,,,,
C1-103241,ANGLE,,,,,,
CL-0345-12,ANGLE,,,,,,
C45900-000,BRACKET,,,,,,
C17198-014,STRINGERS,,,,,,
C73451-000,GASKET,,,,,,
C28624-002,BRACKET,,,,,,
C17185-4,RIB,,,,,,
C51242-02,COVER,,,,,,
C82461-00,PLATE,,,,,,
C0411210-3,BLKHD,,,,,,
C2-1625-4,RIB,,,,,,
C20275-004,RIB,,,,,,
C20275-004,RIB,,,,,,
C20234-031,"BULKHEAD, AILERON",,,,,,
C77380-002,DOUBLER,,,,,,
C45970-002,ANGLE,,,,,,
C21558-000,PLATE,,,,,,
C48665-000,HINGE,,,,,,
C29726-002,COVER,,,,,,
C17790-002,PLATE,,,,,,
C20283-000,RIB,,,,,,
C230018-513,RIB,,,,,,
C19033-000,BRACKET,,,,,,
C45304-00,PLATE,,,,,,
C35-115241-8,SUPPORT ASSY RH,,,,,,
C50-534552-13 C,COVER,,,,,,
C96-980001-74,FAIRING,,,,,,
C96-910011-180,SKIN RH AFT DOOR,,,,,,
C96-980001-13,PANEL,,,,,,
C35-410446-15,BRACKET,,,,,,
C102-430063-13,FRAME,,,,,,
C102-430152-9,DOUBLER,,,,,,
C002-410000-13,SUPPORT,,,,,,
C95-1110031-7,PLATE,,,,,,
C35-410070-77,PLATE,,,,,,
C102-430138-59,ANGLE,,,,,,
C95-23892,NUTS,,,,,,
C35-115130-44,SHIM,,,,,,
C002-410026-17,FORMER,,,,,,
C99-820015-7,HINGE,,,,,,
C99-810030-17,BRACKET,,,,,,
C35-410446-303,ANGLE,,,,,,
C35-410483-5,PLATE,,,,,,
C35-534461-5,ARM REST BLUE,,,,,,
C50-910148-77,ARM,,,,,,
C000-170001-20,WIRE ASSY-WING TIP,,,,,,
C35-815240,PLACARD,,,,,,
C95-550001-35,COVER,,,,,,
C50-950092-1,BRACKET,,,,,,
C96-430010-16,ANGLE AFT RH,,,,,,
C95-420015-57,DOUBLER,,,,,,
C115-410018-1,ANGLE,,,,,,
C95-110031-31,ANGLE,,,,,,
C102-430063-19,FRAME RH,,,,,,
C002-410024-3,STRINGER,,,,,,
C95-160000-21,RIB,,,,,,
C95-410006-93,ANGLE,,,,,,
C95-160000-33,PLATE,,,,,,
C002-430043-19,GUSSET,,,,,,
C35-324386-107,BRACKET,,,,,,
C002-410019-20,DOUBLER,,,,,,
C35-410446-345,PLATE,,,,,,
C35-115194-6,DOUBLER,,,,,,
C96-980001-71,FAIRING,,,,,,
C96-910011-127,PLATE,,,,,,
C35-115045-5A2,RIB,,,,,,
C99-820014-601,HING ASSY FWD,,,,,,
C002-430010-21,CHANNEL ST 100,,,,,,
C35-410482-4,PLATE,,,,,,
C115-410026-2,CLIP,,,,,,
C115-430104,REINFORCEMENT,,,,,,
C50-120102-12,COVER,,,,,,
C50-910267-203,ANGLES,,,,,,
